x1,x2,x3,y
1.764052345967664,-0.7196043885517929,-0.09038200727694681,1
0.4001572083672233,-0.8129929885540773,1.3675972398067135,0
0.9787379841057392,0.2745163577239395,1.034409886481518,1
2.240893199201458,-0.8909150829955279,-0.9962126403710662,1
1.8675579901499675,-1.1573552591908536,-1.217938511593151,1
-0.977277879876411,-0.3122922511256933,-0.30496363785442043,0
0.9500884175255894,-0.1576670161638159,1.0289354925948542,0
-0.1513572082976979,2.2567234972982093,-0.0722870075600049,1
-0.10321885179355784,-0.7047002758562337,-0.6006575576577885,0
0.41059850193837233,0.9432607249694948,1.5522431800485608,1
0.144043571160878,0.7471883342046318,0.2869044880033464,1
1.454273506962975,-1.188944955203736,-2.3205942757907416,1
0.7610377251469934,0.7732529774025997,0.31716062629268876,1
0.12167501649282841,-1.1838806401933177,0.5200406145708678,0
0.44386323274542566,-2.659172237996741,0.2256086544711038,0
0.33367432737426683,0.6063195243593807,0.44971210023199254,1
1.4940790731576061,-1.7558905834377194,-0.06727560892298173,1
-0.20515826376580087,0.45093446180591484,-1.3183958696447342,1
0.31306770165090136,-0.6840108977372166,-0.37070400322045344,1
-0.8540957393017248,1.6595507961898721,-0.9456157955562914,1
-2.5529898158340787,1.068509399316009,-0.9327409107943778,1
0.6536185954403606,-0.45338580385138766,-1.2630683491022754,1
0.8644361988595057,-0.6878376110286823,0.45248909263964643,0
-0.7421650204064419,-1.2140774030941206,0.0978961454126271,1
2.2697546239876076,-0.4409226322925914,-0.44816536268070806,1
-1.4543656745987648,-0.2803554951845091,-0.6493379277303881,0
0.04575851730144607,-0.3646935443916854,-0.02342310502145217,1
-0.1871838500258336,0.15670385527236397,1.0791947281124892,0
1.5327792143584575,0.5785214977288784,-2.004215715498915,0
1.469358769900285,0.349654456993174,0.37687652085089274,1
0.1549474256969163,-0.764143923906443,-0.5457119740177824,1
0.37816251960217356,-1.4377914738015785,-1.8845858449794477,1
-0.8877857476301128,1.3645318481024713,-1.9457030831639588,1
-1.980796468223927,-0.6894491845499376,-0.9127834941352918,0
-0.3479121493261526,-0.6522935999350191,0.21950955579304526,1
0.15634896910398005,-0.5211893123011109,0.3930629339800916,0
1.2302906807277207,-1.8430695501566485,-0.9389815726777853,1
1.2023798487844113,-0.4779740040404867,1.0170209914132446,0
-0.3873268174079523,-0.47965581400794766,1.4229834965161061,1
-0.30230275057533557,0.6203582983435125,0.3960865849565602,0
-1.0485529650670926,0.698457149107336,-0.5914026678081108,1
-1.4200179371789752,0.00377088908626934,1.1244191845103682,0
-1.7062701906250126,0.9318483741143037,0.7553956956633383,0
1.9507753952317897,0.339964983801262,0.867407411354918,1
-0.5096521817516535,-0.01568211160255477,-0.6564636749715315,0
-0.4380743016111864,0.16092816829822298,-2.8345545052747023,1
-1.2527953600499262,-0.19065349358139935,2.1167910214836754,1
0.7774903558319101,-0.3948495140334503,-1.6108784034499337,1
-1.6138978475579515,-0.26773353689396645,-0.03576807186022113,0
-0.2127402802139687,-1.1280113314700069,2.3807453512197503,1
-0.8954665611936756,0.280441705316296,0.330576756274374,0
0.386902497859262,-0.9931236109295807,0.9492464735582357,0
